REF_AREA,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REF_DATE
Germany,Under-five mortality rate,Total,2001-07,5.202609,Deaths per 1000 live births,2001.5
Germany,Under-five mortality rate,Total,2000-07,5.316409,Deaths per 1000 live births,2000.5
Germany,Under-five mortality rate,Total,1999-07,5.484943,Deaths per 1000 live births,1999.5
Germany,Under-five mortality rate,Total,1998-07,5.638828,Deaths per 1000 live births,1998.5
Germany,Under-five mortality rate,Total,1997-07,6.013605,Deaths per 1000 live births,1997.5
Germany,Under-five mortality rate,Total,1996-07,6.118615,Deaths per 1000 live births,1996.5
Germany,Under-five mortality rate,Total,1995-07,6.474354,Deaths per 1000 live births,1995.5
Germany,Under-five mortality rate,Total,1994-07,6.787578,Deaths per 1000 live births,1994.5
Germany,Under-five mortality rate,Total,1993-07,7.082061,Deaths per 1000 live births,1993.5
Germany,Under-five mortality rate,Total,1992-07,7.420466,Deaths per 1000 live births,1992.5
Germany,Under-five mortality rate,Total,1991-07,8.119195,Deaths per 1000 live births,1991.5
Germany,Under-five mortality rate,Total,1990-07,8.878622,Deaths per 1000 live births,1990.5
Germany,Under-five mortality rate,Total,1989-07,8.911078,Deaths per 1000 live births,1989.5
Germany,Under-five mortality rate,Total,1988-07,9.509263,Deaths per 1000 live births,1988.5
Germany,Under-five mortality rate,Total,1987-07,10.23711,Deaths per 1000 live births,1987.5
Germany,Under-five mortality rate,Total,1986-07,10.69048,Deaths per 1000 live births,1986.5
Germany,Under-five mortality rate,Total,1985-07,11.01833,Deaths per 1000 live births,1985.5
Germany,Under-five mortality rate,Total,1984-07,11.55972,Deaths per 1000 live births,1984.5
Germany,Under-five mortality rate,Total,1983-07,12.27841,Deaths per 1000 live births,1983.5
Germany,Under-five mortality rate,Total,1982-07,13.31686,Deaths per 1000 live births,1982.5
Germany,Under-five mortality rate,Total,1981-07,14.05184,Deaths per 1000 live births,1981.5
Germany,Under-five mortality rate,Total,1980-07,15.22381,Deaths per 1000 live births,1980.5
Germany,Under-five mortality rate,Total,1978-07,16.95032,Deaths per 1000 live births,1978.5
Germany,Under-five mortality rate,Total,1977-07,17.52762,Deaths per 1000 live births,1977.5
Germany,Under-five mortality rate,Total,1976-07,19.50985,Deaths per 1000 live births,1976.5
Germany,Under-five mortality rate,Total,1975-07,21.62392,Deaths per 1000 live births,1975.5
Germany,Under-five mortality rate,Total,1974-07,22.77649,Deaths per 1000 live births,1974.5
Germany,Under-five mortality rate,Total,1973-07,23.2912,Deaths per 1000 live births,1973.5
Germany,Under-five mortality rate,Total,1972-07,23.26012,Deaths per 1000 live births,1972.5
Germany,Under-five mortality rate,Total,1971-07,25.39848,Deaths per 1000 live births,1971.5
Germany,Under-five mortality rate,Total,1970-07,25.49097,Deaths per 1000 live births,1970.5
Germany,Under-five mortality rate,Total,1969-07,25.95901,Deaths per 1000 live births,1969.5
